order_id,customer_id,store_id,order_date,promotion_id
98883,47403,96,2023-03-29,14
98884,16440,66,2021-01-20,10
98885,9628,84,2022-03-12,4
98886,38503,54,2023-05-23,27
98887,42569,39,2022-11-02,42
98888,38607,67,2023-05-27,48
98889,321,11,2020-09-10,49
98890,26479,30,2022-10-06,37
98891,49287,60,2023-06-01,3
98892,26234,81,2021-09-15,49
98893,38204,1,2020-09-26,26
98894,18927,30,2022-06-28,24
98895,9112,80,2022-06-20,23
98896,32875,90,2022-10-29,1
98897,47655,54,2021-08-12,40
98898,49671,2,2022-11-15,24
98899,26335,43,2023-06-23,50
98900,15529,4,2022-05-17,37
98901,11516,64,2021-06-30,12
98902,42266,72,2020-04-10,35
98903,21386,2,2022-12-11,8
98904,41531,57,2021-12-27,6
98905,6030,65,2021-08-03,5
98906,12023,59,2022-11-01,23
98907,24548,46,2023-07-15,39
98908,34239,68,2023-09-02,36
98909,7031,60,2022-06-15,49
98910,37281,78,2022-03-03,33
98911,47312,53,2022-01-15,11
98912,7725,12,2021-09-17,4
98913,27258,39,2020-10-19,4
98914,31358,98,2023-02-13,26
98915,37441,85,2023-06-29,25
98916,48209,91,2023-11-09,39
98917,21957,83,2020-01-16,18
98918,41911,47,2023-08-17,35
98919,31655,61,2023-02-08,33
98920,47477,26,2022-07-10,30
98921,5229,53,2022-08-30,8
98922,6792,42,2021-11-11,6
98923,15757,3,2023-07-20,16
98924,7572,33,2022-03-28,36
98925,22691,66,2021-09-12,26
98926,29172,7,2023-12-28,42
98927,9568,54,2023-02-11,1
98928,44938,34,2022-01-19,29
98929,6646,90,2020-06-21,9
98930,39359,23,2020-07-29,32
98931,48075,9,2021-07-08,19
98932,38897,53,2022-05-21,33
98933,16554,12,2023-10-09,8
98934,11100,21,2021-08-04,11
98935,23802,27,2020-06-24,41
98936,18320,86,2023-05-18,14
98937,21528,56,2021-10-19,1
98938,31573,80,2020-12-16,35
98939,79,38,2022-02-17,2
98940,34774,76,2021-07-16,15
98941,22460,36,2020-04-10,37
98942,27105,96,2023-01-31,43
98943,3327,7,2021-12-22,21
98944,13527,54,2022-09-02,45
98945,10195,17,2022-05-08,27
98946,5708,11,2022-03-12,25
98947,6260,23,2020-12-17,15
98948,16752,32,2021-08-17,11
98949,41690,56,2023-02-01,21
98950,49053,78,2021-08-21,2
98951,39564,81,2022-03-29,36
98952,28979,45,2022-06-01,47
98953,13331,79,2022-08-01,27
98954,38891,94,2020-10-04,31
98955,38633,3,2020-09-28,28
98956,49833,2,2021-04-17,36
98957,40584,8,2020-04-22,1
98958,44718,69,2023-06-07,34
98959,34264,75,2023-03-27,42
98960,7213,73,2021-07-29,23
98961,13263,77,2020-12-25,31
98962,29135,64,2021-04-13,29
98963,12710,61,2020-09-25,33
98964,28019,78,2021-08-09,32
98965,28502,46,2022-03-01,37
98966,9134,37,2022-07-19,30
98967,2448,36,2022-01-02,14
98968,12992,54,2021-09-04,25
98969,48944,76,2021-01-14,23
98970,20773,22,2022-11-07,17
98971,8320,34,2022-04-21,16
98972,43511,70,2023-05-17,6
98973,49420,89,2023-06-24,47
98974,31855,94,2021-07-08,34
98975,26539,97,2021-02-14,48
98976,17465,20,2020-05-02,14
98977,37679,12,2022-06-21,32
98978,39297,68,2023-01-29,9
98979,5864,85,2023-05-10,46
98980,31454,86,2022-06-10,33
98981,6398,56,2020-04-06,4
98982,27469,28,2023-08-12,45
98983,22226,74,2022-08-01,24
98984,17571,35,2021-03-14,38
98985,42845,61,2020-04-26,38
98986,22953,69,2020-05-20,25
98987,33828,54,2022-01-27,38
98988,48807,82,2021-05-06,40
98989,20278,31,2021-07-01,14
98990,15880,56,2022-10-13,27
98991,49663,33,2023-10-16,26
98992,48407,65,2020-07-23,40
98993,13186,100,2023-05-06,39
98994,29709,17,2021-01-07,43
98995,10386,95,2020-11-28,26
98996,16946,20,2021-02-04,8
98997,44664,14,2021-08-17,18
98998,47173,69,2023-05-22,23
98999,27565,99,2020-09-28,31
99000,25031,76,2021-02-04,5
99001,39366,97,2023-10-04,18
99002,23081,23,2021-09-03,2
99003,28999,35,2020-08-28,7
99004,3055,58,2023-12-29,3
99005,32348,95,2023-04-10,15
99006,16164,66,2020-10-23,21
99007,31784,87,2022-10-11,19
99008,20866,6,2023-09-14,32
99009,49268,6,2021-11-29,29
99010,30341,91,2023-09-06,26
99011,391,84,2022-03-11,8
99012,49297,49,2021-10-20,43
99013,48438,35,2023-05-28,21
99014,8812,93,2020-01-15,26
99015,35497,56,2022-04-24,5
99016,30830,29,2020-11-16,36
99017,1847,23,2020-05-01,28
99018,43122,93,2021-04-29,48
99019,49945,79,2023-03-03,25
99020,37801,7,2022-01-09,25
99021,6928,97,2020-05-24,37
99022,32936,82,2020-11-21,16
99023,40700,84,2020-12-19,50
99024,6755,51,2023-07-15,9
99025,47322,78,2022-01-16,28
99026,46701,51,2021-11-03,44
99027,37215,72,2021-01-06,45
99028,47265,86,2020-03-03,12
99029,30075,91,2020-09-24,2
99030,40933,19,2021-02-26,11
99031,2162,92,2020-09-27,44
99032,18740,38,2023-08-27,25
99033,16637,11,2023-09-10,25
99034,33696,47,2023-03-11,5
99035,24176,32,2021-11-13,32
99036,13432,4,2022-01-25,26
99037,2917,11,2021-09-24,29
99038,33579,8,2021-04-03,50
99039,6016,39,2020-05-20,3
99040,7451,48,2022-03-07,5
99041,20372,21,2022-04-27,12
99042,11355,86,2023-06-14,13
99043,47703,38,2021-05-18,26
99044,49659,22,2022-04-07,9
99045,9082,76,2022-05-17,13
99046,16369,69,2020-03-26,8
99047,29276,26,2022-03-11,3
99048,30623,58,2023-02-25,21
99049,34599,88,2021-02-21,10
99050,19768,39,2022-09-09,8
99051,2362,67,2021-01-02,12
99052,13243,12,2023-04-28,39
99053,24988,34,2022-09-21,30
99054,25347,93,2020-11-04,31
99055,7813,9,2022-03-08,39
99056,26166,2,2023-09-14,12
99057,31149,77,2023-11-14,6
99058,35955,84,2023-11-09,17
99059,27438,30,2022-06-05,32
99060,38507,10,2022-09-11,25
99061,10087,97,2020-06-08,47
99062,38868,54,2020-11-19,22
99063,39151,71,2020-06-08,44
99064,26219,15,2021-07-17,33
99065,22702,8,2020-08-08,24
99066,43234,32,2023-01-19,3
99067,41227,33,2023-10-13,8
99068,40186,56,2021-11-06,35
99069,12054,6,2021-11-19,29
99070,1707,46,2021-05-13,42
99071,5058,7,2020-01-02,2
99072,43005,11,2022-02-21,31
99073,30852,41,2022-08-30,32
99074,38473,62,2023-09-02,48
99075,30118,45,2023-11-12,49
99076,12657,13,2020-12-17,35
99077,18271,98,2023-09-30,42
99078,31871,24,2022-06-29,17
99079,26798,14,2020-03-21,37
99080,35126,63,2023-03-13,25
99081,21600,56,2021-10-17,35
99082,20084,58,2023-12-10,33
99083,38343,7,2023-05-27,48
99084,43133,69,2021-03-26,5
99085,26401,16,2023-08-11,41
99086,37381,60,2022-01-21,3
99087,11394,69,2021-04-27,25
99088,46203,2,2023-09-23,21
99089,16727,78,2023-05-30,24
99090,18191,1,2022-03-01,45
99091,41217,17,2022-01-04,15
99092,14158,40,2020-10-23,36
99093,13749,95,2023-03-24,24
99094,10159,7,2023-05-14,34
99095,49728,84,2023-07-28,9
99096,32937,73,2020-08-13,35
99097,1938,78,2021-09-15,2
99098,30311,4,2020-03-22,34
99099,26431,37,2020-08-30,50
99100,20835,51,2020-02-04,48
99101,25154,67,2021-08-20,49
99102,18131,77,2023-05-06,43
99103,45265,69,2021-11-11,45
99104,13672,27,2021-01-30,26
99105,25843,3,2021-05-04,19
99106,28971,92,2021-11-25,10
99107,5419,31,2021-01-08,4
99108,38262,92,2021-08-12,42
99109,5257,13,2023-06-18,44
99110,1508,75,2021-02-24,34
99111,26113,91,2022-02-11,19
99112,38404,12,2023-09-01,39
99113,47747,13,2021-06-12,5
99114,49772,89,2022-08-09,7
99115,5725,35,2022-08-29,6
99116,14665,18,2023-06-29,45
99117,49801,40,2021-11-21,22
99118,31565,48,2021-11-17,4
99119,3661,85,2023-10-22,37
99120,31035,57,2021-03-27,32
99121,22284,89,2020-02-17,33
99122,35567,100,2022-03-14,18
99123,27499,34,2021-09-03,40
99124,16804,32,2020-06-15,44
99125,7032,55,2022-01-20,26
99126,14096,47,2023-03-02,22
99127,291,43,2023-12-05,26
99128,2619,85,2021-04-01,19
99129,25499,92,2022-09-22,4
99130,48088,55,2020-08-07,11
99131,16157,17,2020-08-20,44
99132,24873,14,2020-08-15,2
99133,31901,14,2020-07-07,34
99134,13972,70,2022-02-20,47
99135,12239,26,2022-07-27,32
99136,9806,57,2020-02-28,3
99137,49529,41,2023-08-10,5
99138,41485,19,2023-01-18,35
99139,4648,88,2023-05-15,14
99140,10077,22,2021-01-12,17
99141,44727,67,2022-08-25,40
99142,24841,61,2023-01-16,47
99143,13511,30,2022-09-03,45
99144,48461,85,2020-05-06,49
99145,36243,64,2021-12-08,7
99146,26075,4,2023-11-03,13
99147,32231,5,2023-07-20,48
99148,21529,64,2022-01-02,22
99149,24480,74,2022-10-11,21
99150,12386,18,2022-03-08,19
99151,25879,36,2022-11-15,19
99152,48802,67,2022-02-02,39
99153,49675,46,2022-05-02,33
99154,19917,70,2020-07-19,15
99155,9140,25,2021-07-08,24
99156,5907,8,2021-02-08,46
99157,34639,28,2022-09-29,48
99158,40274,30,2022-05-07,39
99159,1593,79,2023-12-06,28
99160,162,13,2022-04-13,43
99161,16235,31,2021-03-21,2
99162,32101,49,2020-07-01,7
99163,18589,74,2022-07-25,26
99164,18885,72,2023-06-27,30
99165,49605,69,2021-07-14,40
99166,42791,50,2020-05-22,11
99167,17893,23,2023-06-18,48
99168,4744,68,2021-10-29,10
99169,9161,37,2023-04-17,49
99170,2268,28,2021-07-29,4
99171,42568,100,2022-04-06,30
99172,36556,27,2022-06-24,9
99173,26364,100,2023-11-25,23
99174,11330,19,2020-12-08,16
99175,16201,92,2021-08-26,44
99176,28996,7,2023-06-01,19
99177,1665,80,2021-05-25,23
99178,10327,60,2020-03-21,35
99179,34489,67,2022-08-16,26
99180,39811,1,2021-04-10,20
99181,20993,62,2023-05-08,1
99182,21151,30,2021-10-02,1
99183,47141,16,2020-05-28,28
99184,33303,88,2022-12-15,42
99185,30795,6,2023-03-24,48
99186,19775,53,2022-11-11,2
99187,25677,16,2022-06-27,10
99188,38495,41,2021-05-16,45
99189,44244,26,2022-09-19,16
99190,24417,8,2021-01-13,32
99191,11450,34,2020-08-11,50
99192,20632,84,2020-03-13,36
99193,9845,100,2021-12-02,27
99194,28449,97,2023-03-17,43
99195,1548,46,2023-09-13,27
99196,35801,21,2020-10-14,36
99197,47470,94,2023-03-24,44
99198,34139,94,2021-11-06,16
99199,16929,79,2023-07-03,13
99200,16887,66,2020-05-26,23
99201,7825,29,2021-10-06,20
99202,518,97,2020-06-26,45
99203,16555,86,2020-04-21,23
99204,10607,73,2021-06-13,17
99205,47556,64,2022-08-25,2
99206,10049,72,2023-06-30,50
99207,4274,13,2023-03-20,29
99208,47756,91,2020-01-11,32
99209,43518,41,2022-03-08,40
99210,8156,89,2020-06-05,35
99211,8162,41,2021-07-04,1
99212,49735,79,2020-03-19,41
99213,15163,27,2021-07-14,48
99214,46182,61,2022-12-21,15
99215,16714,6,2023-01-12,4
99216,28537,59,2023-04-07,8
99217,33648,18,2020-04-05,25
99218,39007,9,2022-07-24,28
99219,6850,88,2022-05-24,45
99220,5653,64,2023-01-31,8
99221,24689,13,2022-11-05,48
99222,21075,68,2022-07-30,32
99223,37532,28,2023-07-05,26
99224,46836,39,2023-03-24,6
99225,13143,27,2022-08-12,20
99226,38651,77,2020-01-07,26
99227,39171,26,2021-09-03,9
99228,32515,92,2022-09-10,4
99229,43111,17,2020-01-21,22
99230,32543,73,2023-10-13,1
99231,40528,34,2021-10-07,42
99232,7023,83,2021-07-30,24
99233,30824,37,2021-06-11,8
99234,29459,50,2021-05-15,40
99235,1580,100,2022-05-20,32
99236,27273,4,2021-03-28,17
99237,33646,99,2022-02-27,23
99238,4746,84,2020-02-18,42
99239,9858,91,2022-02-05,14
99240,44491,89,2021-07-08,42
99241,38003,7,2023-02-08,5
99242,9273,17,2021-09-16,28
99243,44302,95,2023-03-03,33
99244,24188,57,2023-01-12,14
99245,45589,53,2020-08-23,50
99246,18995,5,2023-01-02,18
99247,7692,78,2023-02-17,25
99248,46599,14,2021-11-27,15
99249,19222,90,2021-08-05,1
99250,32932,63,2022-07-11,13
99251,22139,3,2021-02-18,41
99252,42147,23,2022-07-02,8
99253,48310,19,2020-09-11,29
99254,1674,44,2021-06-28,39
99255,34302,86,2022-12-16,24
99256,16865,72,2020-10-26,19
99257,22321,15,2022-07-31,41
99258,13156,63,2023-04-24,1
99259,14495,2,2023-08-22,48
99260,2603,2,2020-11-24,18
99261,39066,61,2021-07-07,26
99262,36227,23,2020-04-05,5
99263,16387,14,2022-07-08,18
99264,10130,30,2021-09-10,42
99265,28427,26,2020-06-17,34
99266,47535,17,2023-09-09,6
99267,25809,62,2021-09-23,19
99268,19748,5,2022-11-14,14
99269,4605,36,2021-09-09,43
99270,28194,2,2020-11-13,16
99271,21409,65,2020-08-29,14
99272,5555,76,2021-10-11,31
99273,45990,77,2021-08-05,43
99274,23707,37,2022-03-22,32
99275,40638,9,2021-09-24,34
99276,28323,84,2020-06-25,44
99277,15937,88,2023-11-14,2
99278,12379,69,2023-06-07,42
99279,7797,48,2022-06-16,29
99280,10836,11,2020-02-25,8
99281,41069,70,2021-10-15,46
99282,4705,16,2021-02-24,13
99283,1967,51,2021-10-17,6
99284,26115,55,2023-02-11,10
99285,45599,74,2022-03-13,47
99286,39999,46,2020-10-14,40
99287,23048,30,2022-12-28,35
99288,40484,63,2023-05-09,20
99289,37,13,2023-04-03,3
99290,10242,71,2020-12-11,23
99291,3665,85,2023-09-13,18
99292,23322,29,2020-12-13,7
99293,45420,91,2020-07-21,26
99294,49135,93,2020-08-22,29
99295,6075,26,2020-03-09,43
99296,14243,77,2021-10-15,45
99297,44224,49,2022-07-22,20
99298,41934,61,2020-01-20,24
99299,34922,54,2022-02-03,26
99300,28866,25,2022-07-30,22
99301,9697,98,2022-08-05,13
99302,2528,18,2020-09-10,3
99303,12897,28,2021-10-05,15
99304,32971,40,2022-11-21,1
99305,8141,39,2023-06-21,5
99306,34120,86,2021-09-24,47
99307,13234,11,2021-09-30,39
99308,48192,30,2021-03-06,47
99309,24225,22,2020-02-22,21
99310,28125,33,2022-07-22,16
99311,9400,90,2022-02-28,48
99312,30047,89,2023-12-19,20
99313,44010,51,2023-08-12,32
99314,25693,88,2020-01-12,20
99315,9328,43,2021-06-20,11
99316,26852,21,2020-02-19,5
99317,4517,86,2021-08-16,44
99318,3172,36,2022-06-03,38
99319,13844,49,2023-03-23,27
99320,144,38,2020-01-03,1
99321,8846,18,2023-07-07,16
99322,46575,21,2021-07-14,6
99323,20932,39,2022-08-13,13
99324,41915,94,2020-09-10,16
99325,23125,57,2020-04-23,15
99326,855,6,2020-08-24,29
99327,33318,89,2021-03-12,7
99328,21015,55,2022-12-04,29
99329,12791,68,2020-10-07,44
99330,1458,13,2020-06-27,3
99331,1023,26,2020-11-15,25
99332,49568,19,2023-02-05,33
99333,28818,57,2020-10-13,12
99334,4607,83,2023-07-11,17
99335,1037,81,2021-11-05,5
99336,33598,56,2022-06-30,43
99337,17233,12,2023-09-17,4
99338,5,23,2021-08-10,1
99339,29085,15,2022-03-30,19
99340,8268,26,2023-03-03,17
99341,47092,71,2022-05-03,17
99342,10981,44,2023-05-27,30
99343,29932,14,2022-09-21,49
99344,45072,15,2021-12-24,27
99345,42722,33,2021-12-22,3
99346,23345,73,2020-05-12,18
99347,4047,22,2020-03-21,15
99348,6424,7,2022-09-08,31
99349,25883,71,2022-12-02,40
99350,46908,61,2023-09-25,18
99351,10469,14,2021-07-02,43
99352,6628,87,2022-11-23,44
99353,23002,6,2023-10-09,19
99354,41726,93,2020-09-02,42
99355,8178,48,2020-01-29,46
99356,30520,72,2022-10-01,27
99357,40546,73,2022-07-01,42
99358,45930,96,2023-07-15,32
99359,29843,86,2021-09-08,28
99360,3219,16,2021-01-10,41
99361,32312,52,2020-01-06,15
99362,37094,69,2022-08-27,16
99363,35735,30,2020-06-28,10
99364,35035,54,2022-03-25,31
99365,14476,9,2022-12-29,2
99366,11255,70,2020-10-10,38
99367,12333,62,2020-03-16,17
99368,12589,78,2020-09-17,1
99369,40055,36,2020-01-10,25
99370,36139,54,2020-11-25,10
99371,20921,70,2021-09-13,45
99372,33986,1,2020-10-20,28
99373,27612,100,2021-12-01,40
99374,39372,91,2022-08-18,13
99375,5794,53,2022-05-18,44
99376,36564,33,2023-08-01,43
99377,47258,67,2022-06-03,45
99378,11143,76,2021-05-12,43
99379,20267,64,2022-01-05,20
99380,40069,92,2023-03-26,36
99381,25293,56,2020-02-11,1
99382,31454,99,2023-02-19,49
99383,10690,87,2023-09-28,35
99384,26862,85,2022-03-31,28
99385,5631,21,2023-07-07,31
99386,16463,97,2021-12-21,12
99387,18670,65,2022-11-26,39
99388,45576,49,2021-10-15,49
99389,15328,24,2021-12-21,11
99390,27138,40,2022-04-18,22
99391,27206,32,2022-12-05,22
99392,41403,38,2023-08-17,11
99393,18770,22,2022-01-24,33
99394,4666,96,2020-08-09,34
99395,5158,35,2021-03-28,7
99396,19381,87,2023-09-06,24
99397,3013,51,2021-04-28,30
99398,21260,91,2022-06-30,30
99399,30539,85,2020-02-07,28
99400,36426,70,2022-06-15,4
99401,47441,20,2021-03-01,34
99402,18100,83,2020-08-27,7
99403,49512,29,2023-02-21,39
99404,19843,81,2023-08-11,46
99405,11305,47,2020-01-19,43
99406,44400,41,2022-11-26,13
99407,48221,16,2020-04-26,20
99408,35369,85,2021-07-11,50
99409,36346,54,2023-09-21,20
99410,25839,58,2020-12-17,21
99411,38262,65,2023-12-26,27
99412,35921,81,2020-06-30,46
99413,34848,80,2022-11-06,49
99414,22717,66,2020-05-09,10
99415,2173,34,2021-03-10,12
99416,26969,51,2020-05-03,1
99417,11746,42,2021-11-06,28
99418,43773,91,2021-06-25,43
99419,29292,68,2021-04-11,24
99420,14250,97,2022-02-24,30
99421,24510,90,2021-08-31,33
99422,10658,80,2022-01-02,36
99423,49028,33,2021-11-12,18
99424,21332,40,2020-06-26,44
99425,32920,83,2021-11-27,12
99426,3038,57,2021-06-24,36
99427,21413,40,2022-08-11,50
99428,27328,31,2022-04-24,14
99429,26915,59,2023-07-13,46
99430,17290,45,2021-12-16,14
99431,11376,36,2020-05-17,15
99432,1755,5,2023-05-08,39
99433,19767,19,2022-03-08,49
99434,45362,80,2021-11-19,8
99435,48319,63,2021-03-01,37
99436,21953,18,2021-03-21,14
99437,23414,100,2021-01-04,46
99438,41432,97,2020-07-13,18
99439,47113,10,2022-02-26,16
99440,3825,40,2021-01-24,21
99441,5787,9,2022-03-23,48
99442,34803,88,2023-04-12,36
99443,49190,43,2023-11-03,48
99444,41683,92,2021-05-18,10
99445,39886,8,2021-08-24,17
99446,14645,67,2023-11-24,15
99447,48103,96,2021-12-04,10
99448,6838,28,2022-04-07,15
99449,5166,7,2022-04-28,29
99450,24671,31,2022-03-12,43
99451,48757,24,2023-12-19,11
99452,12257,65,2020-09-23,19
99453,18963,16,2022-07-29,1
99454,19716,14,2022-08-27,31
99455,29721,59,2021-09-11,37
99456,27892,89,2023-04-28,1
99457,27435,90,2020-10-07,34
99458,36437,79,2022-01-17,26
99459,32208,88,2021-03-23,19
99460,8574,54,2021-01-28,37
99461,40967,13,2021-11-29,7
99462,19386,87,2021-09-02,30
99463,30726,24,2022-06-11,6
99464,20018,82,2021-02-03,50
99465,34908,24,2021-09-21,27
99466,48801,18,2021-01-15,37
99467,45699,39,2020-09-22,46
99468,22712,17,2020-01-14,11
99469,26272,36,2020-03-12,23
99470,23675,86,2021-09-26,13
99471,21804,74,2020-03-25,24
99472,41022,68,2021-03-18,1
99473,43270,35,2022-10-19,15
99474,20114,68,2023-07-17,50
99475,16620,98,2022-01-27,46
99476,33492,21,2021-03-08,33
99477,16331,7,2022-02-12,37
99478,2176,96,2023-06-11,34
99479,39620,72,2023-07-28,8
99480,6874,54,2020-03-24,38
99481,35654,54,2020-04-23,3
99482,39609,19,2021-11-25,45
99483,32414,13,2023-07-08,20
99484,45667,12,2020-03-27,6
99485,25888,100,2023-12-18,21
99486,27319,81,2020-12-06,50
99487,38196,30,2020-12-22,43
99488,41056,86,2023-02-16,16
99489,32781,41,2020-04-12,7
99490,42334,77,2022-07-23,18
99491,16880,66,2020-10-18,33
99492,12986,22,2021-06-02,1
99493,29386,5,2022-08-09,18
99494,48335,61,2022-01-02,1
99495,27801,8,2020-09-20,39
99496,18776,96,2020-08-20,48
99497,21795,54,2021-07-04,8
99498,15690,9,2021-03-17,50
99499,36198,17,2023-04-15,16
99500,45448,31,2021-05-20,45
99501,1730,5,2023-10-05,9
99502,22669,38,2022-04-17,20
99503,40047,24,2021-02-06,46
99504,27894,82,2020-03-23,19
99505,27094,74,2020-05-05,36
99506,31517,4,2020-12-01,33
99507,41136,55,2021-07-11,17
99508,461,27,2021-10-08,47
99509,30488,95,2022-04-07,33
99510,20784,25,2023-09-23,12
99511,19659,50,2020-01-28,3
99512,6642,43,2023-06-26,15
99513,11686,77,2020-05-21,29
99514,24808,33,2023-01-12,3
99515,15590,75,2021-08-24,15
99516,25098,26,2020-08-02,10
99517,45276,13,2022-04-10,4
99518,5808,48,2021-10-23,25
99519,37070,100,2023-09-18,12
99520,37367,32,2021-07-02,28
99521,1019,38,2020-05-04,14
99522,6515,94,2022-12-07,23
99523,11556,89,2023-05-27,3
99524,25462,68,2024-01-01,4
99525,17439,54,2022-02-28,48
99526,12463,53,2020-03-20,34
99527,39754,39,2021-01-10,11
99528,39697,46,2021-12-02,8
99529,43582,67,2020-01-01,47
99530,25076,94,2020-07-05,31
99531,3569,12,2020-12-03,27
99532,43791,30,2020-02-02,26
99533,23927,97,2022-08-23,3
99534,20343,50,2023-09-10,23
99535,38904,36,2020-02-10,50
99536,16219,64,2022-04-17,14
99537,27847,63,2022-07-14,16
99538,18968,9,2023-02-07,20
99539,32093,40,2022-05-28,45
99540,19695,90,2020-04-24,40
99541,3975,100,2022-04-13,48
99542,23076,87,2020-12-02,45
99543,6621,52,2022-07-02,42
99544,17690,8,2022-04-23,10
99545,9923,99,2022-01-29,3
99546,47776,46,2022-06-12,21
99547,25397,45,2021-10-27,45
99548,11486,46,2023-12-31,35
99549,1600,99,2022-04-03,3
99550,9648,76,2023-02-24,4
99551,4071,22,2021-10-16,15
99552,31046,96,2020-05-14,23
99553,106,59,2023-04-24,30
99554,34487,79,2022-09-23,4
99555,42877,19,2020-02-16,24
99556,28544,50,2022-04-05,8
99557,28451,50,2023-06-26,10
99558,44585,19,2022-06-28,27
99559,26670,91,2022-09-06,16
99560,48289,89,2023-08-09,4
99561,15179,91,2020-05-01,35
99562,38342,39,2020-01-01,32
99563,30569,98,2020-02-29,44
99564,37192,52,2023-04-12,6
99565,45215,79,2020-02-21,16
99566,33836,8,2020-03-22,1
99567,23836,49,2022-01-13,8
99568,23482,35,2023-04-01,11
99569,24831,44,2023-06-23,4
99570,21135,97,2020-05-27,3
99571,17437,54,2020-05-17,40
99572,14267,34,2021-08-25,11
99573,34501,4,2022-02-04,17
99574,38499,8,2020-05-14,11
99575,38784,2,2021-05-25,21
99576,9619,69,2021-08-20,48
99577,35800,29,2020-10-19,19
99578,6502,60,2020-07-15,15
99579,13402,45,2020-08-13,20
99580,43470,65,2021-01-19,9
99581,41091,76,2021-07-31,2
99582,1633,17,2021-12-16,37
99583,44292,73,2023-04-03,4
99584,49554,8,2020-01-14,33
99585,27529,23,2023-03-16,11
99586,16209,64,2023-07-07,39
99587,9461,11,2023-11-20,31
99588,18457,99,2022-08-24,48
99589,37069,49,2023-10-28,41
99590,18353,35,2023-10-26,33
99591,3923,36,2023-02-09,2
99592,11814,15,2021-11-08,40
99593,8985,50,2023-04-19,5
99594,10096,59,2023-03-14,19
99595,9867,71,2020-06-15,10
99596,13004,83,2020-05-24,2
99597,17752,58,2021-06-14,41
99598,13936,32,2021-04-17,48
99599,43129,70,2023-03-22,34
99600,48743,47,2020-12-01,23
99601,46683,97,2022-09-30,12
99602,36230,50,2022-12-30,17
99603,12493,3,2021-08-02,34
99604,25320,53,2023-04-16,10
99605,31420,95,2020-07-24,31
99606,47900,82,2022-11-01,3
99607,33837,88,2022-06-08,6
99608,7098,85,2023-06-03,36
99609,28173,36,2020-07-15,13
99610,13927,45,2023-02-25,16
99611,29877,88,2020-06-20,1
99612,26954,12,2021-03-09,9
99613,8609,30,2022-07-14,42
99614,30070,40,2020-07-15,29
99615,16435,1,2020-03-12,48
99616,5500,22,2022-12-10,30
99617,35810,42,2020-12-28,11
99618,17381,91,2022-11-02,43
99619,32420,54,2021-02-23,29
99620,34758,11,2021-03-08,27
99621,21194,16,2020-11-13,27
99622,39819,42,2021-04-27,4
99623,41588,59,2020-03-13,29
99624,25013,47,2021-11-04,11
99625,21759,59,2022-08-20,25
99626,28042,44,2023-01-08,30
99627,22189,97,2020-12-02,48
99628,37784,83,2023-05-05,12
99629,32911,70,2020-02-03,39
99630,34027,15,2021-02-08,18
99631,13801,48,2020-03-06,27
99632,4353,61,2021-06-23,4
99633,45163,70,2021-11-13,18
99634,18481,99,2020-02-06,24
99635,21315,35,2021-02-09,37
99636,33605,82,2022-07-03,31
99637,16434,73,2023-04-09,42
99638,47014,13,2022-02-22,19
99639,44190,70,2023-08-17,38
99640,17625,46,2022-02-25,37
99641,39308,15,2022-03-24,24
99642,16023,47,2023-09-02,12
99643,25029,16,2020-12-28,49
99644,36791,80,2021-12-08,18
99645,11653,67,2021-12-21,47
99646,27131,30,2021-05-05,1
99647,7253,59,2022-09-03,37
99648,24637,55,2021-06-21,40
99649,44667,98,2022-01-02,8
99650,47178,31,2020-03-20,15
99651,45741,47,2022-02-02,11
99652,29296,89,2023-03-24,47
99653,10513,91,2021-12-14,13
99654,42258,82,2023-08-09,33
99655,11394,77,2021-09-28,36
99656,38732,13,2023-11-17,38
99657,4319,75,2020-11-18,43
99658,14271,42,2020-12-20,21
99659,48783,8,2023-11-01,24
99660,5187,69,2023-10-05,9
99661,42417,72,2020-05-15,31
99662,32831,37,2023-05-17,46
99663,35875,100,2023-06-11,45
99664,28599,1,2020-06-27,46
99665,3500,9,2022-04-08,41
99666,45728,65,2023-11-28,46
99667,34975,96,2022-09-14,9
99668,15523,59,2020-10-09,32
99669,9907,45,2023-11-18,41
99670,39360,57,2020-01-18,31
99671,47894,96,2021-06-26,15
99672,12494,80,2022-12-03,13
99673,20222,86,2022-10-29,4
99674,16167,55,2021-09-30,49
99675,16630,56,2022-11-11,1
99676,41254,91,2021-06-11,18
99677,49244,84,2021-06-24,34
99678,49742,75,2022-07-25,17
99679,27441,50,2021-02-25,20
99680,17242,31,2022-11-19,46
99681,37333,37,2022-05-29,16
99682,33982,14,2022-01-28,25
99683,41441,78,2021-12-07,20
99684,33576,79,2022-07-21,30
99685,41051,68,2021-06-08,23
99686,4643,63,2023-12-27,44
99687,42440,71,2023-11-26,18
99688,41608,79,2022-04-13,1
99689,8223,28,2023-05-02,4
99690,10659,44,2021-12-19,4
99691,24340,71,2023-05-27,24
99692,28379,55,2023-03-09,22
99693,30054,61,2021-07-30,49
99694,19284,92,2022-10-29,20
99695,14868,53,2023-09-12,37
99696,39362,73,2021-09-10,8
99697,24625,11,2020-07-16,35
99698,36433,34,2021-12-06,49
99699,40851,46,2020-08-07,12
99700,38032,48,2022-10-29,46
99701,25281,100,2020-08-06,15
99702,32953,19,2020-12-15,7
99703,15566,41,2021-12-06,17
99704,43670,60,2023-02-10,11
